"TOA5","HIAL","CR1000","E11642","CR1000.Std.31.03","CPU:HIAL_TM_1.4.CR1","62362","Table15min"
"TIMESTAMP","RECORD","AirTC_Avg","RH","WS","WindDir","WindDir_SDV","Incoming_SW_Avg","Outgoing_SW_Avg","Incoming_LW_Avg","Outgoing_LW_Avg"
"TS","RN","Deg C","%","meters/second","degrees","Deg","","","",""
"","","Avg","Smp","WVc","WVc","WVc","Avg","Avg","Avg","Avg"
"2020-10-01 01:45:00",2530,12.08,16.17,3.893,194,31.23,-5.737,-0.106,232.3,351.4
"2020-10-01 02:00:00",2531,11.95,16.6,2.166,175.6,37.85,-5.823,-0.112,232.5,349.7
"2020-10-01 02:15:00",2532,11.7,16.79,1.782,146.3,68.04,-5.418,-0.305,232.3,347.8
"2020-10-01 02:30:00",2533,11.33,18.66,1.994,118.2,42.38,-5.335,-0.427,232.1,345.9
"2020-10-01 02:45:00",2534,9.73,19.13,2.828,64.89,13.75,-4.471,-0.372,230.7,343.6
"2020-10-01 03:00:00",2535,9.46,20.12,1.339,104.7,67.3,-5.099,-0.466,230.9,341.3
"2020-10-01 03:15:00",2536,9.1,19.07,1.904,80.1,44.32,-4.304,0.027,231.3,340.2
"2020-10-01 03:30:00",2537,9.94,18.92,2.483,140.2,28.74,-5.092,-0.053,231.9,341
"2020-10-01 03:45:00",2538,10.38,18.54,3.092,113.9,19.92,-4.764,-0.329,231.5,341.5
"2020-10-01 04:00:00",2539,9.75,19.54,1.581,185.2,85.5,-5.101,-0.394,230.9,339.1
"2020-10-01 04:15:00",2540,8.6,21.09,1.671,116.4,56.21,-4.785,-0.173,229.8,336.6
"2020-10-01 04:30:00",2541,8.27,21.5,2.914,69.87,51.48,-3.953,-0.236,228.2,335.9
"2020-10-01 04:45:00",2542,8.04,21.85,1.227,66.96,67.08,-4.954,-0.26,227.9,333.8
"2020-10-01 05:00:00",2543,7.908,21.59,1.134,33.1,85.7,-4.049,-0.054,227.6,332.2
"2020-10-01 05:15:00",2544,8.18,20.53,2.049,43.1,30.15,-3.859,-0.089,227.3,332.6
"2020-10-01 05:30:00",2545,7.838,22.11,2.124,44.78,90.4,-4.512,-0.297,226,331.4
"2020-10-01 05:45:00",2546,7.346,22.49,0.491,270.3,55.44,-4.079,-0.12,226,328.6
"2020-10-01 06:00:00",2547,7.386,22.57,0.274,22.07,67.39,-4.111,-0.21,225.9,326.9
"2020-10-01 06:15:00",2548,6.009,23.76,0.224,5.539,27.64,-1.868,0.465,224.6,324.5
"2020-10-01 06:30:00",2549,6.248,23.39,0.648,291.4,64.13,4.893,2.317,224.5,324.5
"2020-10-01 06:45:00",2550,6.656,22.83,0.14,319.6,61.72,13.08,4.314,225,324.1
"2020-10-01 07:00:00",2551,6.963,21.89,0.586,92.3,82.5,86,24.32,223.5,327
"2020-10-01 07:15:00",2552,7.221,22.15,0.932,219.5,29.4,152.5,45.04,219.4,332.3
"2020-10-01 07:30:00",2553,7.745,21.22,0.964,201.7,37.43,205.8,63.08,218.5,339
"2020-10-01 07:45:00",2554,9.21,19.28,0.361,80.9,42.77,258.9,80.5,216.8,346.5
"2020-10-01 08:00:00",2555,9.54,19.61,0.794,123.1,9.99,313.5,97.2,216.7,353.9
"2020-10-01 08:15:00",2556,10.81,18.46,0.344,166.6,28.68,370.1,112.3,215.7,362.7
"2020-10-01 08:30:00",2557,11.26,17.55,0.4,127.1,41.67,427.6,129.2,216.3,371.9
"2020-10-01 08:45:00",2558,12.38,17.31,0.512,165.6,37.48,484.1,142.3,216.8,381.7
"2020-10-01 09:00:00",2559,12.56,16.99,0.658,169,57.48,538.6,157,219,391.4
"2020-10-01 09:15:00",2560,13.02,16.01,0.516,170.5,61.26,590.1,170.1,220.7,401.8
"2020-10-01 09:30:00",2561,13.63,15.55,0.625,183.2,53.01,638.6,181.5,222.4,411.9
"2020-10-01 09:45:00",2562,13.73,15.55,0.872,187.8,30.58,686.1,194.1,225.1,421.7
"2020-10-01 10:00:00",2563,14.55,14.57,0.59,126,77.45,730.8,205.8,226.1,433.7
"2020-10-01 10:15:00",2564,14.49,15.31,1.595,204.9,69.57,770.2,214.4,230.8,441.6
"2020-10-01 10:30:00",2565,14.44,14.09,1.058,193.2,81.8,805,224.2,233.2,451.8
"2020-10-01 10:45:00",2566,15.18,12.54,1.456,131.1,60.54,842,232.6,234.2,461.4
"2020-10-01 11:00:00",2567,15.28,12.75,1.745,95,33.07,873,240.5,235.7,469.3
"2020-10-01 11:15:00",2568,15.86,11.8,1.819,136.2,43.43,896,245.8,237.6,477.9
"2020-10-01 11:30:00",2569,16.51,11.27,1.264,145.8,61.45,922,251.9,238.5,487.5
"2020-10-01 11:45:00",2570,16.44,11.41,2.417,160.4,46.53,925,251.9,240.3,489.5
"2020-10-01 12:00:00",2571,16.43,10.84,2.382,141.3,46.87,912,251.5,241.8,495
"2020-10-01 12:15:00",2572,16.6,10.7,2.462,206.2,63.23,936,260.5,243.4,501.1
"2020-10-01 12:30:00",2573,17.01,9.97,1.899,216.9,61.72,876,246.1,245.3,503.1
"2020-10-01 12:45:00",2574,17.47,9.29,2.673,126.5,43.64,926,265.5,244,507.8
"2020-10-01 13:00:00",2575,18.16,8.96,2.275,165.7,38.03,922,270,244.4,513.3
"2020-10-01 13:15:00",2576,17.91,8.59,3.443,155.2,56.87,905,253.2,244.6,511.2
"2020-10-01 13:30:00",2577,17.84,8.24,2.774,210.1,61.05,790.4,218.7,243.9,509.6
"2020-10-01 13:45:00",2578,18.2,8.15,3.455,197.2,43.01,779.2,214.5,245.6,501.3
"2020-10-01 14:00:00",2579,17.77,8.43,3.013,249.9,67.62,777,214.5,245.9,502.5
"2020-10-01 14:15:00",2580,17.85,8.38,1.964,227.4,92.8,616.6,172,249.2,492.8
"2020-10-01 14:30:00",2581,18.64,8.24,2.73,158.5,69.01,787.4,219.8,248.3,502
"2020-10-01 14:45:00",2582,18.88,8.05,2.18,181.6,80.4,710.1,199.4,249.3,503.6
"2020-10-01 15:00:00",2583,18.93,8.1,2.841,178.6,91.6,630.5,179.3,247.2,495.4
"2020-10-01 15:15:00",2584,18.25,8.12,3.399,135.2,93.7,626,180.2,246.4,489.8
"2020-10-01 15:30:00",2585,19.08,8.34,2.052,145.2,96.3,566,164.9,246.5,490.3
"2020-10-01 15:45:00",2586,18.74,8.24,2.256,103.4,46.56,517.7,152.9,246.8,485.3
"2020-10-01 16:00:00",2587,18.74,8.12,3.043,210.7,74.57,457,135.6,246.2,476.4
"2020-10-01 16:15:00",2588,18.36,8.39,4.192,214.8,38.29,401.2,120.5,245.5,465.4
"2020-10-01 16:30:00",2589,18.59,8.43,2.962,165.2,78.8,344.9,104.8,245.6,459.4
"2020-10-01 16:45:00",2590,18.46,8.65,4.512,175.6,49.12,284.7,86.9,244.8,449.9
"2020-10-01 17:00:00",2591,18.34,8.9,3.703,219.8,73.7,215.7,63.54,244.3,441.3
"2020-10-01 17:15:00",2592,17.73,9.13,3.006,171.1,48.54,27.07,10.78,244.2,426
"2020-10-01 17:30:00",2593,17.41,9.12,3.783,181,50.48,19.52,8.53,243.6,417.7
"2020-10-01 17:45:00",2594,17.22,9.53,4.975,206.4,37.04,11.91,6.236,242.9,411.4
"2020-10-01 18:00:00",2595,16.9,9.8,4.819,195.4,33.06,3.736,3.842,243.1,406
"2020-10-01 18:15:00",2596,16.65,10.14,4.533,198.9,55.5,-3.492,1.841,242.8,401.5
"2020-10-01 18:30:00",2597,16.43,10.41,4.618,200.9,50.02,-6.054,1.197,242.9,397.8
"2020-10-01 18:45:00",2598,16.19,10.89,4.537,188.6,30.79,-6.205,0.932,242.5,394.4
"2020-10-01 19:00:00",2599,15.94,11.23,5.918,196.3,18.96,-6.258,0.985,241.9,391.4
"2020-10-01 19:15:00",2600,15.74,11.57,3.48,195.4,33.97,-6.199,0.866,242.2,388.5
"2020-10-01 19:30:00",2601,15.48,11.97,3.638,181.7,47.54,-6.152,0.822,242,385.9
"2020-10-01 19:45:00",2602,15.31,12.38,4.545,190.7,44.7,-5.912,0.597,241.5,383.7
"2020-10-01 20:00:00",2603,15.07,12.75,4.153,205.4,43.16,-5.895,0.626,241.2,381.4
"2020-10-01 20:15:00",2604,14.85,13.05,3.363,192.4,47.16,-5.659,0.659,241.1,379.1
"2020-10-01 20:30:00",2605,14.71,13.12,3.839,178.7,42.89,-5.729,0.698,240.6,377.5
"2020-10-01 20:45:00",2606,14.55,13.59,2.697,183.7,58.41,-5.813,0.408,240.6,375.1
"2020-10-01 21:00:00",2607,14.43,13.79,2.713,170.3,69.3,-5.795,0.547,240.5,373.4
"2020-10-01 21:15:00",2608,14.19,14.19,2.868,192.5,40.63,-5.882,0.587,239.9,371.6
"2020-10-01 21:30:00",2609,14.19,14.13,2.613,171.5,72.43,-5.143,0.292,239.7,370.2
"2020-10-01 21:45:00",2610,13.95,14.46,2.342,165.5,51.55,-5.677,0.432,239.2,368.3
"2020-10-01 22:00:00",2611,13.78,14.93,2.549,129.8,58.18,-5.261,0.169,238.9,366.6
"2020-10-01 22:15:00",2612,13.61,15.26,2.908,169.5,81.9,-5.658,0.272,238.4,365.5
"2020-10-01 22:30:00",2613,13.33,15.46,1.976,126.2,52.21,-5.355,0.267,238.2,363.2
"2020-10-01 22:45:00",2614,13.2,15.59,2.513,113.6,57.53,-5.283,0.084,237.7,362
"2020-10-01 23:00:00",2615,13.21,15.76,2.56,128.7,60.29,-5.42,0.094,237,361.1
"2020-10-01 23:15:00",2616,12.96,16.25,1.815,129.6,66.7,-5.535,0.304,236.9,359.3
"2020-10-01 23:30:00",2617,12.78,16.32,1.72,95.4,40.73,-5.17,-0.122,236.7,357.6
"2020-10-01 23:45:00",2618,12.73,16.61,1.954,140.8,43.75,-5.135,0.095,236.4,356.4
"2020-10-02 00:00:00",2619,12.64,16.51,1.47,100.7,69.84,-5.255,-0.068,236.1,355.3
"2020-10-02 00:15:00",2620,12.58,16.78,2.012,127.2,39.75,-5.22,-0.087,235.6,354.1
"2020-10-02 00:30:00",2621,12.52,16.91,2.452,99.9,25.88,-5.1,-0.37,234.8,353.6
"2020-10-02 00:45:00",2622,12.26,16.94,2.203,90.6,31.32,-5.04,-0.291,234.1,352.1
"2020-10-02 01:00:00",2623,12.28,17.37,2.755,72.47,33.37,-4.72,-0.218,233.5,351.9
"2020-10-02 01:15:00",2624,12.14,17.5,2.296,80.1,26.74,-4.77,-0.417,233.5,350.6
"2020-10-02 01:30:00",2625,11.98,18.15,2.845,116.8,29.96,-5.217,-0.309,233.1,349.8
"2020-10-02 01:45:00",2626,11.66,18.06,2.554,134.5,28.45,-5.186,-0.009,232.9,349
"2020-10-02 02:00:00",2627,11.68,18.42,3.186,92.9,38.02,-5.071,-0.307,232.8,348.7
"2020-10-02 02:15:00",2628,11.45,18.55,3.446,102.2,23.88,-4.986,-0.364,232.5,348
"2020-10-02 02:30:00",2629,11.59,19.01,2.977,57.21,83.2,-4.97,-0.071,232.6,347.5
"2020-10-02 02:45:00",2630,11.45,18.88,2.366,149.4,50.54,-5.075,-0.018,232.9,346.7
"2020-10-02 03:00:00",2631,11.13,19.91,1.973,134.9,31.82,-5.383,-0.29,232.6,344.9
"2020-10-02 03:15:00",2632,10.43,20.16,1.812,71.16,70.17,-4.801,-0.218,232,343
"2020-10-02 03:30:00",2633,10.48,20.18,3.055,76.71,34.74,-4.305,-0.401,231.1,343.1
"2020-10-02 03:45:00",2634,8.77,23.22,2.663,69.71,26.56,-5.053,-0.645,228.4,339.3
"2020-10-02 04:00:00",2635,8.27,23.92,1.976,61.21,30.16,-4.699,-0.298,227.9,337
"2020-10-02 04:15:00",2636,7.718,24.34,0.383,215.4,71.44,-4.375,-0.018,228,334.2
"2020-10-02 04:30:00",2637,7.477,24.33,0.458,183.3,77.06,-4.13,-0.03,228.1,332.4
"2020-10-02 04:45:00",2638,7.285,24.54,0.437,283.4,31.28,-3.978,0.137,227.6,330.8
"2020-10-02 05:00:00",2639,7.219,23.88,0.373,34.17,42.86,-3.603,-0.006,227.6,329.5
"2020-10-02 05:15:00",2640,7.871,23.92,2.361,60.86,21.15,-3.757,-0.095,226.9,331
"2020-10-02 05:30:00",2641,7.14,25.42,1.665,37.34,52.82,-4.639,-0.48,225.3,329.2
"2020-10-02 05:45:00",2642,7.758,22.71,1.087,302,31.2,-3.839,0.091,226.8,328.9
"2020-10-02 06:00:00",2643,6.984,24.76,0.552,304.2,46.25,-4.174,-0.28,225.4,326.3
"2020-10-02 06:15:00",2644,7.028,24.22,0.859,5.156,70.81,-1.613,0.424,226.1,325.8
"2020-10-02 06:30:00",2645,7.49,24.11,0.726,316.1,64.04,4.024,1.991,226.7,325.9
"2020-10-02 06:45:00",2646,6.9,24.98,1.328,228.4,27.68,12.84,4.46,225,325.6
"2020-10-02 07:00:00",2647,6.421,24.19,0.129,336.4,14.98,80.9,23.09,223.6,326.6
"2020-10-02 07:15:00",2648,8.26,22.26,0.346,62.81,12.61,151.8,45.42,221.3,333.2
"2020-10-02 07:30:00",2649,9.26,21.51,0.471,124.3,47.11,203,62.36,219.1,339.8
"2020-10-02 07:45:00",2650,10.21,19.99,0.113,145.2,28.66,256.3,79.52,215.9,346.6
"2020-10-02 08:00:00",2651,10.86,20.51,0.46,119,19.46,312.7,96.6,215.6,354.5
"2020-10-02 08:15:00",2652,11.2,19.49,0.304,149.4,45.12,369.4,112.4,215.6,363
"2020-10-02 08:30:00",2653,11.4,20.27,0.641,178,36.19,426.9,127.7,216.4,371.6
"2020-10-02 08:45:00",2654,11.8,19.58,0.306,163.1,43.16,482.2,142.8,216.5,381
"2020-10-02 09:00:00",2655,12.49,19.49,0.506,168.8,46.67,537.7,157.2,217.3,390.7
"2020-10-02 09:15:00",2656,13.2,17.24,0.18,208.3,37.74,587.9,170.7,218.8,401.6
"2020-10-02 09:30:00",2657,14.33,16.39,0.286,143.4,51.03,628.1,183.6,220.8,412.5
"2020-10-02 09:45:00",2658,14.75,16.87,0.605,156.7,67.31,686.6,194.4,223.5,422.5
"2020-10-02 10:00:00",2659,14.48,16.14,0.923,144.3,61.68,731.7,204.6,226.1,431.6
"2020-10-02 10:15:00",2660,13.89,16.59,1.898,179.1,31.82,770.6,213.7,229.2,438.4
"2020-10-02 10:30:00",2661,14.08,16.07,1.394,127.6,37.23,808,225.6,230.8,449
"2020-10-02 10:45:00",2662,14.48,13.73,1.96,148.1,29.24,844,232.2,231.7,456.9
"2020-10-02 11:00:00",2663,14.86,13.07,1.707,121.4,59.51,868,239,233.2,466.1
"2020-10-02 11:15:00",2664,15.19,12.31,2.383,112.3,63.96,892,244.1,235.2,472.3
"2020-10-02 11:30:00",2665,15.64,11.43,2.257,168.8,51.44,914,249.6,235.5,479.5
"2020-10-02 11:45:00",2666,15.78,11.45,1.723,191.1,70.15,926,254.1,237.4,487.9
"2020-10-02 12:00:00",2667,16.23,11.5,1.877,161.9,54.76,935,258.9,238.4,495.5
"2020-10-02 12:15:00",2668,16.03,10.65,1.814,84.7,52.36,940,263.1,239.1,501.7
"2020-10-02 12:30:00",2669,16.74,10.65,1.945,190.8,62.27,940,263.8,239.9,507.4
"2020-10-02 12:45:00",2670,16.98,10.15,1.871,127.9,56.86,934,270.2,240.3,511.8
"2020-10-02 13:00:00",2671,17.11,9.75,2.516,166,75.77,922,270.2,242,512.6
"2020-10-02 13:15:00",2672,17.6,9.35,1.72,202.5,67.05,907,255.7,241.7,517.2
"2020-10-02 13:30:00",2673,17.97,8.38,2.435,160.4,37.64,888,245.3,241.4,516.2
"2020-10-02 13:45:00",2674,18.03,9.27,3.216,200.6,35.18,861,237.9,243.4,513.2
"2020-10-02 14:00:00",2675,17.85,8.02,2.329,132.7,45.64,830,231.9,243.6,514.7
"2020-10-02 14:15:00",2676,18.11,7.803,3.995,206.5,28.12,797.9,222.2,242.7,507.8
"2020-10-02 14:30:00",2677,18.16,7.191,2.952,194.2,44.44,759.6,213.6,242.4,505.4
"2020-10-02 14:45:00",2678,18.74,6.785,2.116,309.6,96.1,715.6,202.6,242.9,508.7
"2020-10-02 15:00:00",2679,18.76,7.549,4.567,190.7,50.14,671.1,190.4,242,495
"2020-10-02 15:15:00",2680,18.62,7.325,5.537,209.8,52.33,617.4,176.9,241.3,484.9
"2020-10-02 15:30:00",2681,18.52,6.917,3,66.12,42.27,565.3,165.5,241.8,484.3
"2020-10-02 15:45:00",2682,18.78,6.843,4.403,210,50.08,477,140.4,241.7,474
"2020-10-02 16:00:00",2683,18.88,7.375,3.653,187.7,68.35,451.9,133.9,242.5,470.8
"2020-10-02 16:15:00",2684,18.65,7.479,3.55,215.9,50.71,393.9,118.5,242.4,462.9
"2020-10-02 16:30:00",2685,18.79,7.017,4.776,204.3,28.2,336.7,102.3,242.1,454.8
"2020-10-02 16:45:00",2686,18.55,7.243,6.588,206.4,33.58,279.5,85.1,240.8,444.1
"2020-10-02 17:00:00",2687,17.93,7.097,8.18,212.1,9.11,211.3,61.59,239.3,431.9
"2020-10-02 17:15:00",2688,17.71,7.159,4.752,193.4,51.79,26.02,10.31,238.6,419.8
"2020-10-02 17:30:00",2689,17.53,7.083,5.304,194.5,33.8,18.64,8.18,238.3,413.3
"2020-10-02 17:45:00",2690,17.28,7.498,6.664,190.8,20.55,11.49,6.008,237.5,407.6
"2020-10-02 18:00:00",2691,16.99,7.628,6.389,205.6,34.63,2.861,3.552,237.4,402.8
"2020-10-02 18:15:00",2692,16.7,7.898,6.288,202.3,17.03,-4.207,1.585,237.3,398.5
"2020-10-02 18:30:00",2693,16.37,8.03,5.736,193,30.04,-6.41,1.125,236.9,394.9
"2020-10-02 18:45:00",2694,16.2,8.24,6.236,204.3,19.58,-6.692,0.693,236.6,391.9
"2020-10-02 19:00:00",2695,15.97,8.44,5.551,205.3,28.71,-6.402,0.82,236.5,389.1
"2020-10-02 19:15:00",2696,15.79,8.64,4.964,207.9,35.73,-6.142,0.84,236.5,386.5
"2020-10-02 19:30:00",2697,15.61,8.99,4.421,193.5,42.79,-6.305,0.688,236.5,384.2
"2020-10-02 19:45:00",2698,15.49,9.12,4.272,194.3,24.31,-6.246,0.776,236.3,382.1
"2020-10-02 20:00:00",2699,15.35,9.26,4.375,194.1,45.93,-6.194,0.633,236.1,380.1
"2020-10-02 20:15:00",2700,15.18,9.46,5.201,194.5,28.35,-6.282,0.585,235.5,378.4
"2020-10-02 20:30:00",2701,15.03,9.59,3.919,185.5,49.21,-6.264,0.524,235.4,376.3
"2020-10-02 20:45:00",2702,14.96,9.8,3.986,176.7,52.57,-6.214,0.549,235.2,374.7
"2020-10-02 21:00:00",2703,14.85,10,3.546,212.8,45.37,-6.135,0.291,234.9,372.9
"2020-10-02 21:15:00",2704,14.57,9.93,3.368,195.4,42.81,-5.998,0.418,234.5,371
"2020-10-02 21:30:00",2705,14.48,10.13,3.387,205.6,50.19,-6.218,0.206,234,369.3
"2020-10-02 21:45:00",2706,14.24,10.26,2.442,201.4,34.85,-6.031,0.29,233.8,367.1
"2020-10-02 22:00:00",2707,14.11,10.19,2.984,197.4,41.56,-6.189,0.231,232.8,365.9
"2020-10-02 22:15:00",2708,14.12,10.26,3.156,215.6,30.4,-5.723,0.001,232.4,364.6
"2020-10-02 22:30:00",2709,13.81,10.59,2.278,176.1,46.55,-6.129,0.114,232,362.6
"2020-10-02 22:45:00",2710,13.59,10.72,2.678,192.7,42.14,-6.042,0.256,231.6,361
"2020-10-02 23:00:00",2711,13.39,10.78,2.254,193.4,40.54,-6.157,-0.071,231,359.3
"2020-10-02 23:15:00",2712,13.17,10.98,1.371,178.7,87,-5.583,0.07,230.7,357.1
"2020-10-02 23:30:00",2713,12.91,11.17,1.181,157.4,59.01,-5.984,-0.117,230.3,355.1
"2020-10-02 23:45:00",2714,12.47,11.3,0.805,184.5,54.79,-5.9,0.052,230.1,352.5
"2020-10-03 00:00:00",2715,12.19,11.29,0.72,134.6,79.66,-5.446,-0.01,229.3,350.6
"2020-10-03 00:15:00",2716,12.24,11.16,1.58,188.2,36.78,-6.03,0.259,228.4,349.9
"2020-10-03 00:30:00",2717,12.55,11.16,1.435,187.2,71.98,-5.844,-0.112,228,349.8
"2020-10-03 00:45:00",2718,12.45,11.23,2.285,194.2,42.42,-6.165,-0.16,227.3,349.3
"2020-10-03 01:00:00",2719,11.31,12.6,1.314,92.1,62.03,-5.652,-0.688,226.1,345.6
"2020-10-03 01:15:00",2720,11.05,11.42,1.676,71.42,39.84,-4.241,-0.005,226.6,344.8
"2020-10-03 01:30:00",2721,11.27,12.27,2.486,61.68,21.14,-4.902,-0.597,225.8,344.3
"2020-10-03 01:45:00",2722,10.57,12.65,1.629,43.35,98.6,-4.944,-0.46,225.1,341.9
"2020-10-03 02:00:00",2723,10.31,12.84,0.85,242.1,45.06,-4.761,-0.118,224.8,339.7
"2020-10-03 02:15:00",2724,9.74,13.69,0.699,260,58.42,-4.878,-0.078,224.4,337.4
"2020-10-03 02:30:00",2725,9.08,14.28,0.802,45.26,85.8,-4.57,-0.136,223.8,335.4
"2020-10-03 02:45:00",2726,10.11,12.46,2.387,46.84,16.94,-4.487,0.012,224.4,337.6
"2020-10-03 03:00:00",2727,9.37,13.7,1.287,337.7,86.6,-5.324,-0.546,223.5,335.3
"2020-10-03 03:15:00",2728,8.7,14.85,1.778,319.5,86.5,-4.775,-0.176,222.4,333.7
"2020-10-03 03:30:00",2729,7.58,14.98,0.71,256.2,79.98,-4.781,-0.214,221.4,330.7
"2020-10-03 03:45:00",2730,8.42,15.51,1.119,26.5,58.41,-4.674,0.305,222.1,330.6
"2020-10-03 04:00:00",2731,7.962,15.7,0.699,90.4,62.78,-4.923,-0.172,221.9,328.9
"2020-10-03 04:15:00",2732,7.696,15.64,0.681,327.3,90.2,-4.337,0.072,221.2,327.5
"2020-10-03 04:30:00",2733,7.659,16.08,1.133,319.2,100.9,-4.196,-0.316,220.2,326.7
"2020-10-03 04:45:00",2734,7.255,16.21,0.319,237.3,60.5,-4.077,-0.187,220.1,324.8
"2020-10-03 05:00:00",2735,7.146,15.89,0.36,255.4,20.1,-3.911,-0.084,219.9,323.2
"2020-10-03 05:15:00",2736,6.612,17.42,0.421,215.8,53.55,-4.645,-0.363,218.7,321.4
"2020-10-03 05:30:00",2737,5.978,17.83,0.216,282.1,24.21,-3.682,-0.061,217.8,319.9
"2020-10-03 05:45:00",2738,5.934,17.45,0.221,301.6,16.63,-3.162,0.124,218.1,318.3
"2020-10-03 06:00:00",2739,6.606,16.67,0.296,338.1,13.99,-3.26,-0.07,218.6,318.4
"2020-10-03 06:15:00",2740,5.562,18.7,0.211,174.4,42.51,-2.757,0.009,217.1,316.4
"2020-10-03 06:30:00",2741,5.085,17.47,0.113,299.8,22.89,4.077,1.963,216.8,315.3
"2020-10-03 06:45:00",2742,5.688,17.73,0.129,276.1,45.89,11.1,3.829,216.8,315.4
"2020-10-03 07:00:00",2743,6.09,16.29,0.008,260.8,0.043,80.5,22.94,216.1,317.7
"2020-10-03 07:15:00",2744,7.617,16.05,0.965,73.87,30.33,157.2,46.85,213.2,325.5
"2020-10-03 07:30:00",2745,8.36,15.42,0.963,60.46,13.47,209.1,64.77,211.8,332.8
"2020-10-03 07:45:00",2746,9.63,13.82,0.453,89.4,28.94,262.7,82.1,209.9,340.6
"2020-10-03 08:00:00",2747,11.49,12.48,0.029,173.8,13.58,317.8,97.9,205.9,348.4
"2020-10-03 08:15:00",2748,11.96,13.65,0.275,178,36.75,375.6,114.3,205.6,356.9
"2020-10-03 08:30:00",2749,10.93,14.87,0.602,173,23.54,433.4,130.5,207.3,365.3
"2020-10-03 08:45:00",2750,11.6,16.33,0.412,165.2,44.98,487.1,144.4,207.3,375
"2020-10-03 09:00:00",2751,11.76,15.25,0.656,172.2,43.25,542.1,158.8,209.5,384.4
"2020-10-03 09:15:00",2752,12.39,11.87,0.449,156.6,51.78,594.8,172.5,210.8,395.2
"2020-10-03 09:30:00",2753,12.9,11.4,0.787,169.8,54.28,647.8,185.6,212.6,405.6
"2020-10-03 09:45:00",2754,13.36,11.62,0.688,195.6,44.23,690.3,196.5,214.6,416.1
"2020-10-03 10:00:00",2755,14.27,11.45,0.468,225.6,64.22,729.9,206.2,217.2,427.6
"2020-10-03 10:15:00",2756,14.26,11.78,1.02,168.2,61.91,765.2,214.9,221.1,436.7
"2020-10-03 10:30:00",2757,14.59,10.7,1.121,159,57.09,810,226,223.4,446.7
"2020-10-03 10:45:00",2758,15.44,9.9,1.07,177.4,48.73,843,233.4,225.5,456.9
"2020-10-03 11:00:00",2759,15.74,9.69,1.556,136.1,42.77,875,242,226.6,465.2
"2020-10-03 11:15:00",2760,15.55,8.99,1.664,89.7,36.4,898,248.1,228.5,474.1
"2020-10-03 11:30:00",2761,15.85,8.35,2.353,93.2,37.75,920,253.4,230.1,480.3
"2020-10-03 11:45:00",2762,15.45,8.15,2.345,73.2,23.34,932,258.5,230.6,485.7
"2020-10-03 12:00:00",2763,16.55,7.912,1.669,139.4,51.51,943,261.1,232.8,495.9
"2020-10-03 12:15:00",2764,17.29,7.429,2.185,178.3,43.86,946,262.2,232.6,498.9
"2020-10-03 12:30:00",2765,16.91,7.347,2.465,204.1,42.24,944,266.1,233.9,502.4
"2020-10-03 12:45:00",2766,17.24,6.893,2.224,188.6,34.08,939,271.4,234.6,507.7
"2020-10-03 13:00:00",2767,17.46,6.536,2.181,180.5,32.96,928,272.3,234.7,510.5
"2020-10-03 13:15:00",2768,18.01,6.91,2.713,211.3,48.97,910,256.5,236.1,513.4
"2020-10-03 13:30:00",2769,18.06,6.397,2.747,168.1,52.6,889,247.4,236.9,510.5
"2020-10-03 13:45:00",2770,18.69,5.933,1.755,139.8,40.03,863,239.6,237.3,517.3
"2020-10-03 14:00:00",2771,18.73,5.774,2.695,242.4,57.73,831,230.5,236.7,513.4
"2020-10-03 14:15:00",2772,18.94,5.511,2.163,165.8,59.38,797.7,223.1,237.6,512.9
"2020-10-03 14:30:00",2773,18.45,5.638,3.808,229.7,39.31,759.5,213.1,237.9,503.9
"2020-10-03 14:45:00",2774,18.71,5.346,2.687,48.59,61.62,715.7,203.7,236.8,503.8
"2020-10-03 15:00:00",2775,19.02,6.068,2.453,223.7,93.2,668,192.2,238.6,502.3
"2020-10-03 15:15:00",2776,18.4,5.759,6.314,212.5,21.45,621.8,178.8,237.6,483.7
"2020-10-03 15:30:00",2777,18.75,5.632,4.527,198.2,57.46,568.5,166.1,237.9,479.7
"2020-10-03 15:45:00",2778,19.03,5.854,2.229,52.93,57.21,511.4,151.9,238.3,480.5
"2020-10-03 16:00:00",2779,19.16,5.927,3.375,208.9,51.23,455.7,135.7,238.2,472.8
"2020-10-03 16:15:00",2780,18.79,6.124,4.852,199.5,49.11,397.1,119.6,238,461.2
"2020-10-03 16:30:00",2781,18.99,5.783,3.464,138.8,78.58,336.2,103.2,237.5,456.5
"2020-10-03 16:45:00",2782,18.65,5.913,6.675,207.6,25.1,278.5,85.1,236.8,443.2
"2020-10-03 17:00:00",2783,18.57,5.982,4.428,199.4,46.67,200.3,58.73,235.9,435.9
"2020-10-03 17:15:00",2784,18.07,6.246,5.576,202.5,35.86,22.15,9.27,235,420.4
"2020-10-03 17:30:00",2785,17.74,6.274,6.746,201.9,29.54,15.67,7.395,234.5,412.6
"2020-10-03 17:45:00",2786,17.57,6.166,4.79,203.8,35.25,9.41,5.733,233.9,407.6
"2020-10-03 18:00:00",2787,17.37,6.23,4.961,205.7,37.6,1.362,3.412,233.5,402.9
"2020-10-03 18:15:00",2788,17.11,6.366,5.274,206.9,31.56,-4.716,1.512,233.2,398.6
"2020-10-03 18:30:00",2789,16.86,6.568,6.098,189.9,17.19,-6.776,0.903,232.8,394.9
