"TOA5","Gangles","CR1000X","19328","CR1000X.Std.04.02","CPU:GANGLAS.cr1x","40227","Table15Min"
"TIMESTAMP","RECORD","AirTC_Avg","WS","WindDir","WindDir_SDV","RH"
"2020-11-12 08:30:00",80,-2.16,1.282,96.8,38.2,24.9
"2020-11-12 08:45:00",81,-1.588,0.832,162.1,32.08,23.65
"2020-11-12 09:00:00",82,-1.067,0.545,110.1,74.05,22.51
"2020-11-12 09:15:00",83,-0.902,1.409,110.9,51.77,22.96
"2020-11-12 09:30:00",84,-0.947,1.478,98.1,22.32,22.06
"2020-11-12 09:45:00",85,-0.738,1.738,108.4,23.65,21.88
"2020-11-12 10:00:00",86,-0.461,1.49,121,31.94,21.65
"2020-11-12 10:15:00",87,0.092,1.479,122,21.63,20.02
"2020-11-12 10:30:00",88,0.148,1.252,91.4,47.63,20.47
"2020-11-12 10:45:00",89,0.779,1.314,221.3,58.89,20.88
"2020-11-12 11:00:00",90,0.729,2.547,107.3,73.62,20.13
"2020-11-12 11:15:00",91,0.982,1.891,104.8,53.35,19.4
"2020-11-12 11:30:00",92,1.175,1.972,244.9,63.33,19.32
"2020-11-12 11:45:00",93,1.52,3.109,98.2,25.08,18.96
"2020-11-12 12:00:00",94,1.569,3.115,95.3,35.54,18.25
"2020-11-12 12:15:00",95,1.709,2.907,92.6,29.06,17.67
"2020-11-12 12:30:00",96,1.759,2.342,244.5,73.68,16.16
"2020-11-12 12:45:00",97,1.877,1.911,186.8,48.45,14.07
"2020-11-12 13:00:00",98,2.142,2.273,80.1,29.87,14.62
"2020-11-12 13:15:00",99,2.07,2.717,88,25.54,14.06
"2020-11-12 13:30:00",100,2.713,2.077,124.2,33.1,13.23
"2020-11-12 13:45:00",101,2.779,2.019,149.2,38.86,12.96
"2020-11-12 14:00:00",102,2.903,4.218,108.7,15.07,12.8
"2020-11-12 14:15:00",103,2.762,3.464,114,42.53,12.87
"2020-11-12 14:30:00",104,2.982,2.607,89.7,44.3,12.86
"2020-11-12 14:45:00",105,3.452,2.564,140.5,52.64,12.96
"2020-11-12 15:00:00",106,3.477,2.236,99.1,25.3,12.85
"2020-11-12 15:15:00",107,3.027,3.557,98.1,22.98,13.38
"2020-11-12 15:30:00",108,3.132,2.534,98.7,22.12,13.24
"2020-11-12 15:45:00",109,3.325,2.735,107.4,13.1,13.13
"2020-11-12 16:00:00",110,3.185,2.11,116.6,59.04,12.84
"2020-11-12 16:15:00",111,3.215,2.757,92.7,14.52,13.86
"2020-11-12 16:30:00",112,2.806,1.969,110,51.44,14.39
"2020-11-12 16:45:00",113,2.41,3.028,123.3,23.66,15.26
"2020-11-12 17:00:00",114,2.288,2.504,120.1,15.9,15.18
"2020-11-12 17:15:00",115,2.113,2.719,117.8,14.28,16.05
"2020-11-12 17:30:00",116,1.935,2.246,107.3,12.69,16.16
"2020-11-12 17:45:00",117,1.775,1.366,101.8,35.14,16.4
"2020-11-12 18:00:00",118,1.668,1.522,106.4,23.8,16.86
"2020-11-12 18:15:00",119,0.986,0.214,169.1,45.37,18.29
"2020-11-12 18:30:00",120,0.47,0.241,308.8,28.27,19.04
"2020-11-12 18:45:00",121,0.707,0.465,331.6,47.2,17.48
"2020-11-12 19:00:00",122,1.049,2.027,20.01,14.85,17.09
"2020-11-12 19:15:00",123,1.123,2.309,36.53,13.64,17.32
"2020-11-12 19:30:00",124,0.92,2.909,28.52,6.706,17.2
"2020-11-12 19:45:00",125,1.136,1.987,43.88,11.77,17.14
"2020-11-12 20:00:00",126,1.119,1.507,56.04,35.98,18.07
"2020-11-12 20:15:00",127,0.469,0.032,13.78,21.58,18.45
"2020-11-12 20:30:00",128,0.735,0.959,344.1,17.67,17.39
"2020-11-12 20:45:00",129,0.738,2.765,26.11,8.8,17.91
"2020-11-12 21:00:00",130,0.59,2.808,28.06,12.7,18.1
"2020-11-12 21:15:00",131,0.449,2.797,31.66,9.85,18.15
"2020-11-12 21:30:00",132,0.341,1.388,17.8,25.68,18.31
"2020-11-12 21:45:00",133,0.154,1.463,34.22,24.69,18.76
"2020-11-12 22:00:00",134,-0.254,3.178,27.88,8.64,19.36
"2020-11-12 22:15:00",135,-0.519,3.581,29.7,6.811,19.74
"2020-11-12 22:30:00",136,-0.603,3.574,29.14,7.309,19.9
"2020-11-12 22:45:00",137,-0.655,3.091,27.83,14.43,20.24
"2020-11-12 23:00:00",138,-0.975,4.156,31.62,5.418,20.73
"2020-11-12 23:15:00",139,-1.195,4.349,35.28,7.996,21.13
"2020-11-12 23:30:00",140,-1.052,3.616,28.97,11.41,20.77
"2020-11-12 23:45:00",141,-1.162,3.495,29.58,12.56,21.61
"2020-11-13 00:00:00",142,-1.124,3.429,25.91,7.424,20.88
"2020-11-13 00:15:00",143,-1.218,2.89,19.77,21.25,20.77
"2020-11-13 00:30:00",144,-1.064,3.059,14.9,15.78,20.47
"2020-11-13 00:45:00",145,-1.228,3.997,13.52,11.66,21.07
"2020-11-13 01:00:00",146,-1.633,3.463,30.22,17.49,21.97
"2020-11-13 01:15:00",147,-1.857,3.212,30.87,18.05,22.19
"2020-11-13 01:30:00",148,-1.907,3.282,27.2,20.71,22.58
"2020-11-13 01:45:00",149,-2.032,3.304,17.14,22.16,22.06
"2020-11-13 02:00:00",150,-1.672,3.487,29.86,16.4,20.59
"2020-11-13 02:15:00",151,-1.489,3.747,22.4,9.77,20.44
"2020-11-13 02:30:00",152,-1.401,3.766,14.32,9.34,20.26
"2020-11-13 02:45:00",153,-1.611,4.366,12.14,16.19,20.9
"2020-11-13 03:00:00",154,-1.736,3.937,19.78,13.77,20.42
"2020-11-13 03:15:00",155,-1.656,3.918,9.16,8.34,21.21
"2020-11-13 03:30:00",156,-1.935,4.236,12.01,22.08,21.12
"2020-11-13 03:45:00",157,-2.032,4.007,22.88,15.88,21.45
"2020-11-13 04:00:00",158,-1.893,4.172,15.67,9.02,21.39
"2020-11-13 04:15:00",159,-1.913,3.991,22.33,12.41,21.55
"2020-11-13 04:30:00",160,-1.937,3.723,26,13.42,21.41
"2020-11-13 04:45:00",161,-1.871,2.469,3.446,35.69,21.14
"2020-11-13 05:00:00",162,-2.463,2.191,359.4,29.26,22.41
"2020-11-13 05:15:00",163,-2.725,2.536,23.39,11.96,22.34
"2020-11-13 05:30:00",164,-2.852,2.844,26.76,22.79,22.37
"2020-11-13 05:45:00",165,-2.865,3.346,32.8,7.235,21.97
"2020-11-13 06:00:00",166,-2.919,3.511,31.36,10.02,22.06
"2020-11-13 06:15:00",167,-2.917,3.366,23.2,26.94,21.97
"2020-11-13 06:30:00",168,-2.562,3.754,19.75,12.25,21.79
"2020-11-13 06:45:00",169,-2.519,3.39,19.28,16.88,21.23
"2020-11-13 07:00:00",170,-2.329,3.312,3.862,27.04,20.78
"2020-11-13 07:15:00",171,-2.718,3.52,10.28,18.26,20.62
"2020-11-13 07:30:00",172,-2.525,3.767,7.726,19.54,19.48
"2020-11-13 07:45:00",173,-2.572,3.237,18.21,25.51,18.6
"2020-11-13 08:00:00",174,-2.357,3.9,33.98,14.84,16.54
"2020-11-13 08:15:00",175,-1.79,1.488,94.9,33.64,18.15
"2020-11-13 08:30:00",176,-1.875,1.313,112.1,11.7,18.06
"2020-11-13 08:45:00",177,-1.441,0.898,124.1,17.65,17.4
"2020-11-13 09:00:00",178,-0.82,0.907,138.6,27.24,16.76
"2020-11-13 09:15:00",179,-0.232,0.454,162.6,35.53,16.05
"2020-11-13 09:30:00",180,-0.191,1.887,104.7,20.92,16.5
"2020-11-13 09:45:00",181,0.181,1.719,126.1,27.11,16.2
"2020-11-13 10:00:00",182,0.574,1.227,138.8,40.06,15.19
"2020-11-13 10:15:00",183,0.979,1.421,127.7,41.41,14.7
"2020-11-13 10:30:00",184,1.17,1.481,162.4,57.23,14.95
"2020-11-13 10:45:00",185,2.112,1.342,129.2,50.74,13.29
"2020-11-13 11:00:00",186,2.155,1.741,114.5,61.96,14
"2020-11-13 11:15:00",187,1.472,2.202,86.1,31.48,13.81
"2020-11-13 11:30:00",188,2.152,1.414,123,58.93,12.08
"2020-11-13 11:45:00",189,2.748,1.147,154,52.6,11.72
"2020-11-13 12:00:00",190,3.393,1.059,91.4,54.45,11.33
"2020-11-13 12:15:00",191,2.939,1.994,109,36.95,10.88
"2020-11-13 12:30:00",192,3.407,0.939,326.6,81.4,9.99
"2020-11-13 12:45:00",193,4.247,1.702,165.2,69.55,9.78
"2020-11-13 13:00:00",194,4.071,2.178,120.2,62.29,9.48
"2020-11-13 13:15:00",195,3.969,2.812,100.8,23.3,9.6
"2020-11-13 13:30:00",196,4.484,2.336,117.2,32.8,9.13
"2020-11-13 13:45:00",197,4.467,2.093,244.4,67.73,9.41
"2020-11-13 14:00:00",198,4.192,0.882,1.554,58.02,9.29
"2020-11-13 14:15:00",199,4.454,1.632,143.1,87.9,8.95
"2020-11-13 14:30:00",200,5.562,1.086,292.6,76.44,9
"2020-11-13 14:45:00",201,5.387,1.803,121.7,84.3,8.5
"2020-11-13 15:00:00",202,4.742,3.458,101.6,20.13,9.19
"2020-11-13 15:15:00",203,4.847,3.299,115.1,23.66,9.07
"2020-11-13 15:30:00",204,4.951,1.421,185.1,81.8,8.82
"2020-11-13 15:45:00",205,5.47,1.759,121.1,65.94,9.09
"2020-11-13 16:00:00",206,5.005,2.496,92.8,46.84,8.9
"2020-11-13 16:15:00",207,5.114,1.382,181.8,53.57,9.04
"2020-11-13 16:30:00",208,4.743,1.74,34.85,64.7,9.26
"2020-11-13 16:45:00",209,4.538,2.167,121.4,68.01,9.38
"2020-11-13 17:00:00",210,4.302,2.594,99.5,30.46,9.7
"2020-11-13 17:15:00",211,3.848,2.15,114,21.48,9.99
"2020-11-13 17:30:00",212,3.668,2.523,97.7,20.88,10.01
"2020-11-13 17:45:00",213,3.326,1.609,254.7,76.25,10.39
"2020-11-13 18:00:00",214,2.929,0.857,242.3,26.23,11.15
"2020-11-13 18:15:00",215,2.453,0.255,20.33,76.19,10.92
"2020-11-13 18:30:00",216,2.151,0.274,335.9,11.21,11.12
"2020-11-13 18:45:00",217,2.41,1.232,359.7,42.22,11.45
"2020-11-13 19:00:00",218,2.5,0.71,329.2,34.3,11.29
"2020-11-13 19:15:00",219,2.285,0.67,308.3,17.3,12.57
"2020-11-13 19:30:00",220,1.886,1.01,307,13.43,11.8
"2020-11-13 19:45:00",221,2.067,1.667,307.2,17.68,12.17
"2020-11-13 20:00:00",222,1.882,1.248,349.9,47.04,12.21
"2020-11-13 20:15:00",223,2.026,0.595,343.9,26.5,11.57
"2020-11-13 20:30:00",224,2.137,1.013,352.4,25.77,11.35
"2020-11-13 20:45:00",225,1.779,1.254,334.2,29.84,12.2
"2020-11-13 21:00:00",226,1.933,1.477,9.46,15.02,11.59
"2020-11-13 21:15:00",227,2.013,1.455,16.96,25.23,11.99
"2020-11-13 21:30:00",228,1.576,0.955,234,44.49,12.27
"2020-11-13 21:45:00",229,1.246,0.802,291.5,30.67,13.34
"2020-11-13 22:00:00",230,1.168,0.831,315,21.14,13.27
"2020-11-13 22:15:00",231,1.224,1.076,317.7,26.94,13.57
"2020-11-13 22:30:00",232,1.018,1.024,350.6,16.81,13.7
"2020-11-13 22:45:00",233,0.956,1.751,23.81,8.48,13.58
"2020-11-13 23:00:00",234,0.786,3.076,28.35,7.024,14.12
"2020-11-13 23:15:00",235,0.722,2.6,24.48,12.17,13.82
"2020-11-13 23:30:00",236,0.685,2.879,26.5,8.13,14.32
"2020-11-13 23:45:00",237,0.402,4.065,34.92,8.03,14.77
"2020-11-14 00:00:00",238,0.377,3.349,33.65,11.13,14.27
"2020-11-14 00:15:00",239,0.874,1.748,15.05,19.22,13.98
"2020-11-14 00:30:00",240,0.437,0.769,338,32.06,14.46
"2020-11-14 00:45:00",241,0.42,0.705,316.3,22.26,14.5
"2020-11-14 01:00:00",242,0.624,1.046,264.9,75.4,14.56
"2020-11-14 01:15:00",243,0.506,0.693,6.2,54.25,14.26
"2020-11-14 01:30:00",244,0.534,1.062,350.2,24.86,14.52
"2020-11-14 01:45:00",245,0.492,1.324,355,30.92,15
"2020-11-14 02:00:00",246,0.146,1.373,355.4,28.08,14.64
"2020-11-14 02:15:00",247,0.214,1.479,358.7,25.38,14.73
"2020-11-14 02:30:00",248,-0.028,1.74,357.6,15.93,15.25
"2020-11-14 02:45:00",249,-0.087,2.095,0.319,21.56,15.16
"2020-11-14 03:00:00",250,-0.218,1.839,358.2,21.81,15.27
"2020-11-14 03:15:00",251,-0.113,1.173,328.3,29.99,15.49
"2020-11-14 03:30:00",252,-0.506,2.149,345.4,21.28,15.99
"2020-11-14 03:45:00",253,-0.409,1.781,2.998,22.91,15.51
"2020-11-14 04:00:00",254,-0.449,1.699,357,23.34,15.42
"2020-11-14 04:15:00",255,-0.34,1.185,306.7,21.32,15.63
"2020-11-14 04:30:00",256,-0.29,1.223,334.6,37.09,15.4
"2020-11-14 04:45:00",257,-0.238,1.11,343.6,27.13,15.31
"2020-11-14 05:00:00",258,-0.251,1.267,352.6,17.72,15.57
"2020-11-14 05:15:00",259,-0.145,0.993,3.719,66.75,14.83
"2020-11-14 05:30:00",260,-0.157,0.475,20.81,56.59,15.55
"2020-11-14 05:45:00",261,-0.636,0.726,303.7,21.81,15.79
"2020-11-14 06:00:00",262,-0.699,0.952,346.7,31.85,15.82
"2020-11-14 06:15:00",263,-0.973,0.71,307.9,59.33,16.32
"2020-11-14 06:30:00",264,-0.846,0.961,275.8,28.3,15.4
"2020-11-14 06:45:00",265,-0.797,0.391,255.8,67.17,16.62
"2020-11-14 07:00:00",266,-1.017,1.676,358.8,15.68,15.63
"2020-11-14 07:15:00",267,-0.722,2.353,8.49,27.64,15.28
"2020-11-14 07:30:00",268,-0.429,1.334,346.7,30.53,15.16
"2020-11-14 07:45:00",269,-0.592,1.004,318.1,38.7,15.37
"2020-11-14 08:00:00",270,-0.63,0.546,318.5,21.95,15.16
"2020-11-14 08:15:00",271,-0.156,0.684,247.1,32.67,14.93
"2020-11-14 08:30:00",272,0.262,1.749,233.2,25.85,14.18
"2020-11-14 08:45:00",273,0.705,1.57,230.9,59.01,14
"2020-11-14 09:00:00",274,0.835,1.212,194.7,59.98,13.83
"2020-11-14 09:15:00",275,0.842,1.014,128.9,44.72,13.79
"2020-11-14 09:30:00",276,1.164,1.175,230.9,50.21,13.81
"2020-11-14 09:45:00",277,1.543,2.19,210.6,46.74,13.16
"2020-11-14 10:00:00",278,1.697,2.334,164.1,62.4,13.48
"2020-11-14 10:15:00",279,1.564,2.561,234.2,74.82,13.5
"2020-11-14 10:30:00",280,1.62,2.046,111.5,84.6,13.51
"2020-11-14 10:45:00",281,1.851,1.164,202.7,63.45,13.43
"2020-11-14 11:00:00",282,2.219,2.172,245.3,53.13,13.64
"2020-11-14 11:15:00",283,3.039,2.291,177.8,75.92,12.83
"2020-11-14 11:30:00",284,3.09,2.44,139.9,56.47,12.88
"2020-11-14 11:45:00",285,3.405,2.148,165.5,52.53,12.3
"2020-11-14 12:00:00",286,3.854,2.313,186.8,62.99,12.88
"2020-11-14 12:15:00",287,3.702,2.259,260.2,70.65,12.52
"2020-11-14 12:30:00",288,4.121,2.698,353.9,79.24,12.74
"2020-11-14 12:45:00",289,4.645,2.369,294,99.2,11.29
"2020-11-14 13:00:00",290,4.768,2.694,30.66,81.8,12.96
"2020-11-14 13:15:00",291,4.55,3.555,85.1,19.01,12.67
"2020-11-14 13:30:00",292,4.63,3.651,96.7,22.15,12.42
"2020-11-14 13:45:00",293,4.491,3.323,107.9,60.21,12.42
"2020-11-14 14:00:00",294,4.752,2.485,88.6,59.13,12.75
"2020-11-14 14:15:00",295,4.544,4.247,86.4,43.33,13.16
"2020-11-14 14:30:00",296,4.253,5.623,74.23,21.72,13.93
"2020-11-14 14:45:00",297,4.326,3.224,149.7,86.7,13.6
"2020-11-14 15:00:00",298,4.278,3.883,81,47.53,14.38
"2020-11-14 15:15:00",299,4.312,2.912,95.8,64.06,15.19
"2020-11-14 15:30:00",300,4.338,1.712,340.8,87.6,15.6
"2020-11-14 15:45:00",301,4.04,2.832,269.9,87.6,16.53
"2020-11-14 16:00:00",302,3.939,2.354,79.13,62.85,16.59
"2020-11-14 16:15:00",303,3.946,2.074,57.85,67.07,16.92
"2020-11-14 16:30:00",304,3.699,2.195,347.2,89.4,17.33
"2020-11-14 16:45:00",305,3.483,3.833,320.8,66.16,17.46
"2020-11-14 17:00:00",306,3.41,3.544,300.9,28.48,17.65
"2020-11-14 17:15:00",307,3.252,3.582,296.4,40.69,17.71
"2020-11-14 17:30:00",308,3.152,2.824,305.2,46.82,17.98
"2020-11-14 17:45:00",309,3.047,1.633,288,84.1,18.17
"2020-11-14 18:00:00",310,2.969,1.615,194.5,76.95,18.39
"2020-11-14 18:15:00",311,2.875,2.123,153,74.73,18.51
"2020-11-14 18:30:00",312,2.799,2.317,79.64,44.82,19
"2020-11-14 18:45:00",313,2.483,4.093,79.06,43.57,19.56
"2020-11-14 19:00:00",314,2.429,5.119,76.95,29.3,18.24
"2020-11-14 19:15:00",315,2.394,3.122,78.67,43.27,17.59
"2020-11-14 19:30:00",316,2.444,2.58,84.6,73.01,16.96
"2020-11-14 19:45:00",317,2.453,4.535,83.1,18.69,17.2
"2020-11-14 20:00:00",318,2.415,5.975,88.6,27.82,17.58
"2020-11-14 20:15:00",319,2.315,7.213,90.5,17.62,18.01
"2020-11-14 20:30:00",320,2.22,6.362,89.8,26.57,18.66
"2020-11-14 20:45:00",321,2.101,6.301,104.5,19.75,19.29
"2020-11-14 21:00:00",322,1.947,6.097,108.3,14.24,19.57
"2020-11-14 21:15:00",323,1.87,6.355,100.4,15.7,19.77
"2020-11-14 21:30:00",324,1.78,5.508,96.6,16.99,20.41
"2020-11-14 21:45:00",325,1.611,6.604,107.3,20.86,21.15
"2020-11-14 22:00:00",326,1.48,4.803,98.7,16.13,21.66
"2020-11-14 22:15:00",327,1.373,6.293,92.1,29.47,22.13
"2020-11-14 22:30:00",328,1.211,5.741,103.1,15.62,22.28
"2020-11-14 22:45:00",329,1.171,6.569,110.3,15.16,22.52
"2020-11-14 23:00:00",330,1.075,7.1,96.1,14.83,22.71
"2020-11-14 23:15:00",331,0.984,4.663,97.9,19.33,22.68
"2020-11-14 23:30:00",332,0.978,6.298,93.5,12.68,22.31
"2020-11-14 23:45:00",333,0.911,6.56,94.8,12.24,22.11
"2020-11-15 00:00:00",334,0.827,5.726,92.6,16.7,22.36
"2020-11-15 00:15:00",335,0.747,6.791,95.3,15.42,22.16
"2020-11-15 00:30:00",336,0.722,6.19,82.4,18.92,21.92
"2020-11-15 00:45:00",337,0.638,7.223,87.4,21.42,21.07
"2020-11-15 01:00:00",338,0.526,6.929,94.6,12.2,21.04
"2020-11-15 01:15:00",339,0.444,6.687,89.8,16.3,20.87
"2020-11-15 01:30:00",340,0.326,7.126,84.6,10.65,20.96
"2020-11-15 01:45:00",341,0.138,6.145,88.9,41.07,21.03
"2020-11-15 02:00:00",342,-0.027,7.62,90,11.06,21.6
"2020-11-15 02:15:00",343,-0.208,6.168,91.4,16.96,21.77
"2020-11-15 02:30:00",344,-0.357,4.67,76.88,24.53,22.14
"2020-11-15 02:45:00",345,-0.491,3.586,83.6,48.12,22.42
"2020-11-15 03:00:00",346,-0.762,2.262,89.8,40.01,22.63
"2020-11-15 03:15:00",347,-0.869,2.486,84.5,18.8,22.94
"2020-11-15 03:30:00",348,-0.965,2.618,103.6,26.13,22.92
"2020-11-15 03:45:00",349,-1.285,2.686,294.9,50.74,23.59
"2020-11-15 04:00:00",350,-1.216,1.587,28.34,85.2,24.04
"2020-11-15 04:15:00",351,-1.503,1.639,304.1,43.98,23.87
"2020-11-15 04:30:00",352,-1.627,0.996,330.9,73.68,24.25
"2020-11-15 04:45:00",353,-1.855,2.522,273.6,18.06,24.54
"2020-11-15 05:00:00",354,-1.909,1.546,299.2,50.79,24.22
"2020-11-15 05:15:00",355,-1.872,1.232,284.5,34.18,23.33
"2020-11-15 05:30:00",356,-1.912,0.839,21.93,73.88,22.4
"2020-11-15 05:45:00",357,-1.738,1.201,187.1,81,22.55
"2020-11-15 06:00:00",358,-1.586,2.995,116.9,83.3,20.81
"2020-11-15 06:15:00",359,-1.289,3.717,105.1,34.47,21.06
"2020-11-15 06:30:00",360,-1.706,1.657,240.9,42.05,21.75
"2020-11-15 06:45:00",361,-1.833,1.377,225,84.7,22.05
"2020-11-15 07:00:00",362,-1.747,3.297,258.6,47.41,22.06
"2020-11-15 07:15:00",363,-1.414,2.553,58.25,52.29,21.89
"2020-11-15 07:30:00",364,-1.2,5.777,75.84,46.17,21.97
"2020-11-15 07:45:00",365,-1.219,4.15,84.8,43.82,22.19
"2020-11-15 08:00:00",366,-1.196,3.867,74.62,41.23,22.38
"2020-11-15 08:15:00",367,-1.155,5.356,76.67,48.33,22.77
"2020-11-15 08:30:00",368,-1.137,7.963,85,21.87,23.27
"2020-11-15 08:45:00",369,-1.083,6.008,76.12,45.7,23.25
"2020-11-15 09:00:00",370,-0.992,5.037,82.4,38.47,23.52
"2020-11-15 09:15:00",371,-0.881,7.44,90.2,18.48,23.45
"2020-11-15 09:30:00",372,-0.634,4.516,79.94,27.28,23.09
"2020-11-15 09:45:00",373,-0.337,4.621,95.8,65.91,22.83
"2020-11-15 10:00:00",374,-0.395,7.136,81.8,21.93,23.92
"2020-11-15 10:15:00",375,-0.338,8.29,84.3,27.97,23.08
"2020-11-15 10:30:00",376,-0.253,7.733,84.4,29.96,23.79
"2020-11-15 10:45:00",377,-0.21,8.64,84,19.03,23.28
"2020-11-15 11:00:00",378,0.046,10.62,96.2,7.563,22.59
